Stock Code,Name of Listed Company,Listed Company's Website Address
1,Cheung Kong (Holdings) Limited,http://www.ckh.com.hk
2,CLP Holdings Limited,http://www.clpgroup.com
3,The Hong Kong and China Gas Company Limited,http://www.towngas.com
4,The Wharf (Holdings) Limited,http://www.wharfholdings.com
5,HSBC Holdings plc,http://www.hsbc.com
6,Power Assets Holdings Limited,http://www.powerassets.com
7,Karl Thomson Holdings Limited,http://www.ktg.com.hk/ktg_announcement.jsp
8,PCCW Limited,http://www.pccw.com
9,China Mandarin Holdings Limited,http://www.hmdatalink.com/ChinaMandarin
10,Hang Lung Group Limited,http://www.hanglunggroup.com
11,"Hang Seng Bank, Limited",http://www.hangseng.com
12,Henderson Land Development Company Limited,http://www.hld.com
13,Hutchison Whampoa Limited,http://www.hutchison-whampoa.com
14,Hysan Development Company Limited,http://www.hysan.com.hk
15,Vantage International (Holdings) Limited,http://www.capitalfp.com.hk/eng/index.jsp?co=15
16,Sun Hung Kai Properties Limited,http://www.shkp.com
17,New World Development Company Limited,http://www.nwd.com.hk
18,Oriental Press Group Ltd.,http://opg.com.hk
19,Swire Pacific Limited 'A',http://www.swirepacific.com
20,Wheelock And Company Limited,http://www.wheelockcompany.com
21,Waytung Global Group Ltd.,http://www.waytung.com
22,Mexan Limited,http://www.mexanhk.com
23,"The Bank of East Asia, Limited",http://www.hkbea.com
24,Burwill Holdings Limited,http://www.burwill.com
25,Chevalier International Holdings Limited,http://www.chevalier.com
26,"China Motor Bus Company, Limited",http://www.irasia.com/listco/hk/cmb/index.htm
27,Galaxy Entertainment Group Limited,http://www.galaxyentertainment.com
28,Tian An China Investments Company Limited,http://www.irasia.com/listco/hk/tiananchina/index.htm
29,Dynamic Holdings Limited,http://www.dynamic.hk
30,ABC Communications (Holdings) Limited,http://www.0030hk.com/news.php
31,China Aerospace International Holdings Limited,http://www.casil-group.com
32,The Cross-Harbour (Holdings) Limited,http://www.crossharbour.com.hk
33,Rainbow Brothers Holdings Limited,http://www.rainbowbrothers.com
34,Kowloon Development Company Limited,http://www.kdc.com.hk
35,Far East Consortium International Limited,http://www.irasia.com/listco/hk/fareastcon/index.htm
36,Far East Holdings International Limited,http://www.feholdings.com.hk
37,Far East Hotels And Entertainment Limited,http://www.tricor.com.hk/webservice/00037
38,First Tractor Company Limited,http://www.irasia.com/listco/hk/firsttractor
39,Bio-Dynamic Group Limited,http://www.irasia.com/listco/hk/biodynamic/index.htm
40,Gold Peak Industries (Holdings) Limited,http://www.goldpeak.com
41,Great Eagle Holdings Limited,http://www.greateagle.com.hk
42,Northeast Electric Development Company Limited,http://www.nee.hk
43,C.P. Pokphand Co. Ltd.,http://www.cpp.hk
44,Hong Kong Aircraft Engineering Company Limited,http://www.haeco.com
45,"The Hongkong and Shanghai Hotels, Limited",http://www.hshgroup.com
46,Computer And Technologies Holdings Limited,http://www.ctil.com
47,Hop Hing Group Holdings Limited,http://www.hophing.com
48,EganaGoldpfeil (Holdings) Limited,http://www.egana.com
49,Wheelock Properties Limited,http://www.wheelockproperties.com
50,Hong Kong Ferry (Holdings) Company Limited,http://www.hkf.com
51,Harbour Centre Development Limited,http://www.harbourcentre.com.hk
52,Fairwood Holdings Limited,http://www.fairwood.com.hk
53,Guoco Group Limited,http://www.guoco.com
54,Hopewell Holdings Limited,http://www.hopewellholdings.com
55,Neway Group Holdings Ltd,http://www.newaygroup.com.hk
56,Allied Properties (H.K.) Limited,http://www.irasia.com/listco/hk/alliedproperties/index.htm
57,Chen Hsong Holdings Limited,http://www.chenhsong.com.hk
58,Sunway International Holdings Limited,http://www.irasia.com/listco/hk/sunway/index.htm 
59,Skyfame Realty (Holdings) Limited,http://www.sfr59.com
60,Hong Kong Food Investment Holdings Limited,http://www.hongkongfoodinvestment.com.hk
61,Green Global Resources Limited,http://www.northasiaresources.com
62,Transport International Holdings Limited,http://www.tih.hk
63,Winfoong International Limited,http://www.winfoong.com
64,Get Nice Holdings Limited,http://www.capitalfp.com.hk/chi/index.jsp?co=64
65,DeTeam Company Limited,http://www.irasia.com/listco/hk/deteam/index.htm
66,MTR Corporation Limited,http://www.mtr.com.hk
67,China Lumena New Materials Corp.,http://www.lumena.hk
68,Lee Hing Development Limited,http://www.lhd.com.hk
69,Shangri-La Asia Limited,http://www.ir.shangri-la.com
70,Neptune Group Limited,http://www.neptunegroup.com.hk
71,"Miramar Hotel and Investment Company, Limited",http://www.irasia.com/listco/hk/miramar/index.htm
72,Modern Media Holdings Limited,http://www.modernmedia.com.cn
73,Asian Citrus Holdings Limited,http://www.asian-citrus.com
74,Great Wall Technology Company Limited,http://www.greatwalltech.com
75,Y. T. Realty Group Limited,http://www.ytrealtygroup.com.hk
76,South Sea Petroleum Holdings Limited,http://finance.thestandard.com.hk/en/0076southseapetro
77,AMS Public Transport Holdings Limited,http://www.amspt.com
78,Regal Hotels International Holdings Limited,http://www.regal.com.hk
79,Century Legend (Holdings) Limited,http://www.clh.com.hk
80,China New Economy Fund Limited,http://www.chinaneweconomyfund.com
81,China Overseas Grand Oceans Group Limited,http://www.cogogl.com.hk 
82,VODone Limited,http://ir.vodone.com
83,Sino Land Company Limited,http://www.sino.com
84,Stelux Holdings International Limited,http://www.irasia.com/listco/hk/stelux
85,China Electronics Corporation Holdings Company Limited,http://www.cecholding.com
86,Sun Hung Kai & Co. Limited,http://www.shkf.com 
87,Swire Pacific Limited 'B',http://www.swirepacific.com
88,Tai Cheung Holdings Limited,http://www.taicheung.com
89,Tai Sang Land Development Limited,http://www.irasia.com/listco/hk/taisangland/index.htm
90,Amber Energy Limited,http://www.amberenergy.com.hk
91,New Smart Energy Group Limited,http://www.newsmartgroup.com
92,Champion Technology Holdings Limited,http://www.championtechnology.com
93,Termbray Industries International (Holdings) Limited,http://www.termbray.com.hk
94,Greenheart Group Limited,http://www.greenheartgroup.com
95,New Heritage Holdings Ltd.,http://www.nh-holdings.com
96,Yusei Holdings Limited,http://www.yusei.cn
97,Henderson Investment Limited,http://www.hld.com
98,Xingfa Aluminium Holdings Limited,http://www.xingfa.com
99,Wong's International (Holdings) Limited,http://www.wongswih.com
100,Clear Media Limited,http://www.irasia.com/Listco/hk/clearmedia
101,Hang Lung Properties Limited,http://www.hanglung.com
102,Summit Ascent Holdings Limited,http://www.summitascentholdings.com
103,Shougang Concord Century Holdings Limited,http://www.shougangcentury.com.hk
104,Asia Commercial Holdings Limited,http://www.asiacommercialholdings.com
105,Associated International Hotels Limited,http://aihl.etnet.com.hk
106,Shenzhen High-Tech Holdings Limited,http://www.finance.thestandard.com.hk/en/0106shenzhenhitec/index.asp
107,Sichuan Expressway Company Limited,http://www.cygs.com
108,Buildmore International Limited,http://www.capitalfp.com.hk/eng/index.jsp?co=108
109,Good Fellow Resources Holdings Limited,http://www.gfellow.com
110,China Fortune Holdings Limited,http://www.fortunetele.com
111,Cinda International Holdings Limited,http://www.cinda.com.hk
112,"Chi Cheung Investment Company, Limited",http://www.chicheung.com
113,Dickson Concepts (International) Limited,http://www.dickson.com.hk
114,Herald Holdings Limited,http://www.heraldgroup.com.hk
115,Grand Field Group Holdings Limited,http://www.irasia.com/listco/hk/grandfield/
116,Chow Sang Sang Holdings International Limited,http://www.chowsangsang.com
117,"EYANG Holdings (Group) Co., Limited",http://www.szeyang.com
118,Cosmos Machinery Enterprises Limited,http://www.cosmel.com
119,Poly (Hong Kong) Investment Limited,http://www.polyhongkong.com.hk
120,Cosmopolitan International Holdings Limited,http://www.irasia.com/listco/hk/cosmopolitan/index.htm
121,C.P. Lotus Corporation,http://www.cplotuscorp.hk
122,Crocodile Garments Limited,http://www.crocodile.com.hk
123,Yuexiu Property Company Limited,http://www.yuexiuproperty.com 
124,Kingway Brewery Holdings Limited,http://www.kingwaybeer.hk
125,Sun Hing Vision Group Holdings Limited,http://www.sunhingoptical.com
126,Tak Sing Alliance Holdings Limited,http://www.taksing.com.hk
127,Chinese Estates Holdings Limited,http://www.chineseestates.com
128,ENM Holdings Limited,http://www.enmholdings.com
129,Asia Standard International Group Limited,http://www.asiastandard.com
130,Moiselle International Holdings Limited,http://www.moiselle.com.hk
131,Cheuk Nang (Holdings) Limited,http://www.cheuknang.com.hk
132,China Investments Holdings Limited,http://chinainvestments.quamir.com
133,China Merchants China Direct Investments Limited,http://www.cmcdi.com.hk
135,Kunlun Energy Company Limited,http://www.irasia.com/listco/hk/kunlun
136,Mascotte Holdings Limited,http://www.irasia.com/listco/hk/mascotte/index.htm
137,Jinhui Holdings Company Limited,http://www.jinhuiship.com
138,CCT Telecom Holdings Limited,http://www.cct.com.hk
139,ICube Technology Holdings Ltd,http://www.icubetech.com.hk
141,Great China Holdings Limited,http://www.greatchinaholdingsltd.com.hk
142,First Pacific Company Limited,http://www.firstpacific.com
143,Global Tech (Holdings) Limited,http://www.iglobaltech.com
144,China Merchants Holdings (International) Company Limited,http://www.cmhi.com.hk
145,The Hong Kong Building and Loan Agency Limited,http://www.hkbla.com.hk
146,Tai Ping Carpets International Limited,http://www.irasia.com/listco/hk/taipingcarpets/index.htm
147,Chaoyue Group Limited,http://www.chaoyuehk.com
148,Kingboard Chemical Holdings Limited,http://www.kingboard.com
149,China Agri-Products Exchange Limited,http://www.cnagri-products.com
151,Want Want China Holdings Limited,http://www.want-want.com
152,Shenzhen International Holdings Limited,http://www.szihl.com
154,Beijing Development (Hong Kong) Limited,http://www.bdhk.com.hk
155,China Solar Energy Holdings Limited,http://www.chinasolar-energy.com
156,Lippo China Resources Limited,http://www.lcr.com.hk
157,Natural Beauty Bio-Technology Limited,http://www.nblife.com/ir
158,Melbourne Enterprises Limited,http://www.irasia.com/listco/hk/melbourne/index.htm
159,Wah Nam International Holdings Limited,http://www.irasia.com/listco/hk/wahnam 
160,Hon Kwok Land Investment Company Limited,http://www.honkwok.com.hk
161,Catic Shenzhen Holdings Limited,http://www.avic161.com
162,Century Ginwa Retail Holdings Limited,http://www.cgrh.com.hk
163,Emperor International Holdings Limited,http://www.emp163.com
164,China Gamma Group Ltd.,http://finance.thestandard.com.hk/en/0164chinagamma
165,China Everbright Limited,http://www.everbright165.com
166,New Times Group Holdings Limited,http://www.166hk.com 
167,IDT International Limited,http://www.idthk.com
168,Tsingtao Brewery Company Limited,http://stock.tsingtao.com.cn
169,Hengli Properties Development (Group) Limited,http://www.hlgroup.com.hk
170,China Assets (Holdings) Limited,http://www.chinaassets.com
171,Silver Grant International Industries Limited,http://www.silvergrant.com.hk
172,Goldbond Group Holdings Limited,http://www.irasia.com/listco/hk/goldbondgroup/index.htm
173,K. Wah International Holdings Limited,http://www.kwih.com
174,Gemini Property Investments Limited,http://www.geminiproperty.com.hk
175,Geely Automobile Holdings Limited,http://www.geelyauto.com.hk
176,United Pacific Industries Limited,http://www.irasia.com/listco/hk/upi/ 
177,Jiangsu Expressway Company Limited,http://www.jsexpressway.com
178,Sa Sa International Holdings Limited,http://www.sasa.com
179,Johnson Electric Holdings Limited,http://www.johnsonelectric.com
180,Kader Holdings Company Limited,http://www.kaderholdings.com
181,Fujian Holdings Limited,http://www.fujianholdings.com
182,China WindPower Group Limited,http://www.irasia.com/listco/hk/chinawindpower
183,Richfield Group Holdings Limited,http://ir.sinodelta.com.hk/richfieldgp
184,Keck Seng Investments (Hong Kong) Limited,http://www.keckseng.com.hk
185,Xpress Groups Limited,http://www.xpressgroup.com
186,The Grande Holdings Limited,http://www.grandeholdings.com
187,Beiren Printing Machinery Holdings Limited,http://www.beirengf.com
188,SW Kingsway Capital Holdings Limited,http://www.kingswaygroup.com
189,Dongyue Group Limited,http://www.dongyuechem.com
190,HKC (Holdings) Limited,http://www.hkcholdings.com
191,Lai Sun Garment (International) Limited,http://www.laisun.com
193,Capital Estate Limited,http://www.capitalestate.com.hk
194,Liu Chong Hing Investment Limited,http://www.lchi.com.hk
195,Vitar International Holdings Limited,http://www.vitar.com.hk
196,Honghua Group Limited,http://www.hh-gltd.com
197,Heng Tai Consumables Group Limited,http://www.hengtai.com.hk
198,SMI Corporation Limited,http://www.smi198.com
199,ITC Properties Group Limited,http://www.itcproperties.com 
200,Melco International Development Limited,http://www.melco-group.com
201,Magnificent Estates Limited,http://www.shunho.com.hk
202,Interchina Holdings Company Limited,http://www.interchina.com.hk
203,Denway Motors Limited,http://www.denway-motors.com
204,Temujin International Investments Ltd,http://www.irasia.com/listco/hk/temujin/index.htm
205,SEEC Media Group Limited,http://www.irasia.com/listco/hk/seecmedia/index.htm
206,TSC Group Holdings Limited,http://www.tsc-holdings.com
207,The Hong Kong Parkview Group Limited,http://hkparkviewgroup.com
208,Polytec Asset Holdings Limited,http://www.polytecasset.com
209,China Tycoon Beverage Holdings Limited,http://www.chinatycoon.com.hk
210,Daphne International Holdings Limited,http://www.daphneholdings.com
211,Styland Holdings Limited,http://www.irasia.com/listco/hk/styland/index.htm
212,Nanyang Holdings Limited,http://www.nanyangholdingslimited.com
213,National Electronics Holdings Limited,http://www.irasia.com/listco/hk/national/index.htm
214,Asia Orient Holdings Limited,http://www.asiaorient.com.hk
215,Hutchison Telecommunications Hong Kong Holdings Limited,http://www.hthkh.com
216,"Chinney Investments, Limited",http://www.chinney.com.hk
217,China Chengtong Development Group Limited,http://www.irasia.com/listco/hk/chengtong 
218,Shenyin Wanguo (H.K.) Limited,http://www.sywg.com.hk
219,Shun Ho Technology Holdings Limited,http://www.shunho.com.hk
220,Uni-President China Holdings Limited,http://www.UPCH.com.cn
221,PNG Resources Holdings Limited,http://www.pngresources.com 
222,Min Xin Holdings Limited,http://www.minxin.com.hk
223,Sino Resources Group Limited,http://www.capitalfp.com.hk/eng/index.jsp?co=223
224,Pioneer Global Group Limited,http://www.irasia.com/listco/hk/pioneer/index.htm
225,Pokfulam Development Company Limited,http://www.tricor.com.hk/webservice/00225
226,Lippo Limited,http://www.lippoltd.com.hk
227,First Shanghai Investments Limited,http://www.firstshanghai.com.hk
228,China Energy Development Holdings Limited,http://www.cnenergy.com.hk
229,Raymond Industrial Limited,http://www.raymondfinance.com
230,Minmetals Land Limited,http://www.minmetalsland.com
231,Dynamic Global Holdings Limited,http://www.dgholdings.com.hk
232,AVIC International Holding (HK) Ltd,http://www.avic.com.hk
233,Mingyuan Medicare Development Company Limited,http://www.mymedicare.com.hk
234,New Century Group Hong Kong Limited,http://www.ncgrp.com.hk
235,China Strategic Holdings Limited,http://www.cshgroup.com
236,San Miguel Brewery Hong Kong Limited,http://info.sanmiguel.com.hk
237,"Safety Godown Company, Limited",http://www.safetygodown.com
238,Evergreen International Holdings Limited,http://www.evergreen-intl.com
239,Pak Fah Yeow International Limited,http://www.whiteflower.com
240,Build King Holdings Limited,http://www.buildking.hk
241,CITIC 21CN Company Limited,http://www.irasia.com/listco/hk/citic21cn/index.htm
242,Shun Tak Holdings Limited,http://www.shuntakgroup.com
243,QPL International Holdings Limited,http://www.qpl.com
244,"The Sincere Company, Limited",http://www.irasia.com/listco/hk/sincere/index.htm
245,China Seven Star Shopping Limited,http://www.sevenstar.hk.
246,Real Gold Mining Limited,http://www.realgoldmining.com
247,Tsim Sha Tsui Properties Limited,http://www.sino.com
248,HKC International Holdings Limited,http://www.hkc.com.hk
250,Sino-i Technology Limited,http://www.sino-i.com
251,S E A Holdings Limited,http://www.seagroup.com.hk
252,Southeast Asia Properties & Finance Limited,http://www.seapnf.com.hk
253,Shun Ho Resources Holdings Limited,http://www.shunho.com.hk
254,China Outdoor Media Group Limited,http://www.comg.com.hk
255,Lung Kee (Bermuda) Holdings Limited,http://www.irasia.com/listco/hk/lkm
256,China Haidian Holdings Limited,http://www.irasia.com/listco/hk/chinahaidian
257,China Everbright International Limited,http://www.ebchinaintl.com
258,Tomson Group Limited,http://www.tomson.com.hk
259,Yeebo (International Holdings) Limited,http://www.yeebo.com.hk
260,Sino Gas Group Limited,http://www.irasia.com/listco/hk/sinogas/index.htm
261,CCT Tech International Limited,http://www.cct-tech.com.hk
262,Deson Development International Holdings Limited,http://www.deson.com
263,China Yunnan Tin Minerals Group Co. Ltd.,http://www.cytmg.com
264,Chanco International Group Limited,http://www.irasia.com/listco/hk/chanco/index.htm
265,South China Holdings Limited,http://www.sctrade.com
266,Tian Teck Land Limited,http://ttll.etnet.com.hk
267,CITIC Pacific Limited,http://www.citicpacific.com
268,Kingdee International Software Group Company Limited,http://www.kingdee.com
269,China Timber Resources Group Limited,http://www.ctrg.com.hk
270,Guangdong Investment Limited,http://www.gdi.com.hk
271,Dan Form Holdings Company Limited,http://www.danform.com.hk
272,Shui On Land Limited,http://www.shuionland.com
273,Willie International Holdings Limited,http://www.irasia.com/listco/hk/willie/index.htm
274,Global Green Tech Group Limited,http://www.globalgreentech.com
275,Hanny Holdings Limited,http://www.hanny.com
276,Mongolia Energy Corporation Limited,http://www.mongolia-energy.com
277,Tern Properties Company Limited,http://www.tern.hk
278,Wah Ha Realty Company Limited,http://www.wahha.com
279,Freeman Financial Corporation Limited,http://www.freeman279.com
280,King Fook Holdings Limited,http://www.irasia.com/listco/hk/kingfook/index.htm
281,Rivera (Holdings) Limited,http://www.rivera.com.hk
282,Next Media Limited,http://www.nextmedia.com
283,Goldin Properties Holdings Limited,http://www.goldinppt.com 
285,BYD Electronics (International) Company Limited,http://www.byd-electronic.com
286,G-Prop (Holdings) Limited,http://www.g-prop.com.hk
287,Winfair Investment Company Limited,http://winfairinvestment.com
288,Cosway Corporation Limited,http://www.coswaycorp.com
289,Wing On Company International Limited,http://www.wingonet.com
290,China Fortune Group Limited,http://www.290.com.hk
291,"China Resources Enterprise, Limited",http://www.cre.com.hk
292,Asia Standard Hotel Group Limited,http://www.asiastandardhotelgroup.com
293,Cathay Pacific Airways Limited,http://www.cathaypacific.com/cpa/en_INTL/aboutus/investor
294,Yangtzekiang Garment Limited,http://www.ygm.com.hk
295,Kong Sun Holdings Limited,http://www.kongsun-holdings.com
296,Emperor Entertainment Hotel Limited,http://www.emp296.com
297,Sinofert Holdings Limited,http://www.sinofert.com.hk
298,Chuang's China Investments Limited,http://www.chuangs-china.com
299,Sinocom Software Group Limited,http://www.sinocom.cn
300,Shenji Group Kunming Machine Tool Company Limited,http://www.kmtcl.com.cn
302,"Wing Hang Bank, Limited",http://www.whbhk.com
303,Vtech Holdings Limited,http://www.irasia.com/listco/hk/vtech
304,Peace Mark (Holdings) Limited,http://www.fh.com.hk/peacemark.html 
305,Wuling Motors Holdings Limited,http://www.wuling.com.hk
306,Kwoon Chung Bus Holdings Limited,http://www.kcbh.com.hk
307,Up Energy Development Group Limited,http://www.irasia.com/listco/hk/upenergy 
308,China Travel International Investment Hong Kong Limited,http://irasia.com/listco/hk/ctii
309,Xinhua News Media Holdings Limited,http://www.losgroup.com
310,Prosperity Investment Holdings Limited,http://www.irasia.com/listco/hk/prosperityinv/index.htm
311,Luen Thai Holdings Limited,http://www2.luenthai.com/en/investor_relations
312,Shirble Department Store Holdings (China) Limited,http://www.shirble.net
313,Richly Field China Development Limited,http://www.equitynet.com.hk/richlyfield
315,Smartone Telecommunications Holdings Limited,http://www.smartone.com.hk
316,Orient Overseas (International) Limited,http://www.ooilgroup.com
317,Guangzhou Shipyard International Company Limited,http://www.chinagsi.com
318,Vongroup Limited,http://www.thevongroup.com
319,China Metal International Holdings Inc.,http://www.hkstockinfo.com/china_metal
320,Computime Group Limited,http://www.computime.com
321,Texwinca Holdings Limited,http://www.texwinca.com
322,Tingyi (Cayman Islands) Holding Corp.,http://www.irasia.com/listco/hk/tingyi
323,Maanshan Iron & Steel Company Limited,http://www.magang.com.hk
325,Trauson Holdings Company Limited,http://www.trauson.com
326,China Star Entertainment Limited,http://www.chinastar.com.hk
327,PAX Global Technology Limited,http://www.paxglobal.com.hk
328,Alco Holdings Limited,http://www.irasia.com/listco/hk/alco/index.htm
329,Dragonite International Limited,http://www.dragonite.com.hk 
330,Esprit Holdings Limited,http://www.espritholdings.com
331,PCD Stores (Group) Limited,http://www.pcds.com.cn
332,Ngai Lik Industrial Holdings Limited,http://www.irasia.com/listco/hk/ngailik
333,Top Form International Limited,http://www.topformbras.com
334,Proview International Holdings Limited,http://www.quamir.com/quamir/ircompanydetail.action?request_locale=en_US&coId=327
335,Upbest Group Limited,http://www.upbest.com
336,Huabao International Holdings Limited,http://www.huabao.com.hk
337,SPG Land (Holdings) Limited,http://www.spgland.com
338,Sinopec Shanghai Petrochemical Company Limited,http://www.spc.com.cn
339,Earnest Investments Holdings Limited,http://www.earnest-inv.com
340,China Mining Resources Group Limited,http://www.chinaminingresources.com
341,Cafe de Coral Holdings Limited,http://www.cafedecoral.com/web/ir/legal.htm
342,NewOcean Energy Holdings Limited,http://www.newoceanhk.com
343,Culturecom Holdings Limited,http://www.culturecom.com.hk
345,Vitasoy International Holdings Limited,http://www.vitasoy.com
346,Sino Union Petroleum & Chemical International Limited,http://www.sunpec.com
347,Angang Steel Company Limited,http://angang.wspr.com.hk
348,Lung Cheong International Holdings Limited,http://www.e-lci.com
349,Industrial and Commercial Bank Of China (Asia) Limited,http://www.icbcasia.com
350,Jingwei Textile Machinery Company Limited,http://www.jwgf.com
351,Asia Energy Logistics Group Limited,http://www.aelg.com.hk 
352,Fortune Sun (China) Holdings Limited,http://www.fortune-sun.com/english/stock.php
353,Energy International Investments Holdings,http://www.irasia.com/listco/hk/eih/index.htm 
,Limited,
354,Chinasoft International Limited,http://www.chinasofti.com
355,Century City International Holdings Limited,http://www.centurycity.com.hk
356,Incutech Investments Limited,http://www.hklistedco.com/356.asp 
357,Hainan Meilan International Airport Company Limited,http://www.mlairport.com
358,Jiangxi Copper Company Limited,http://www.jxcc.com
359,"China Haisheng Juice Holdings Co., Ltd.",http://www.chinahaisheng.com
360,New Focus Auto Tech Holdings Limited,http://www.nfa360.com
361,Sino Golf Holdings Limited,http://www.sinogolf.com
362,China Zenith Chemical Group Limited,http://www.irasia.com/listco/hk/chinazenith
363,Shanghai Industrial Holdings Limited,http://www.sihl.com.hk
364,Huafeng Group Holdings Limited,http://www.huafeng.com.hk
365,Sun East Technology (Holdings) Limited,http://www.suneasthk.com
366,"Luks Group (Vietnam Holdings) Co., Limited",http://www.luks.com.hk
367,Chuang's Consortium International Limited,http://www.chuangs-consortium.com
368,Sinotrans Shipping Limited,http://www.sinotranship.com
369,Wing Tai Properties Limited,http://www.wingtaiproperties.com
370,China Best Group Holding Limited,http://www.cbgroup.com.hk
371,Beijing Enterprises Water Group Limited,http://www.bewg.com.hk
372,ITC Corporation Limited,http://www.itc.com.hk
373,Allied Group Limited,http://www.irasia.com/listco/hk/alliedgroup/index.htm
374,Four Seas Mercantile Holdings Limited,http://www.fourseasgroup.com.hk
375,YGM Trading Limited,http://www.ygmtrading.com
376,Asia TeleMedia Limited,http://www.asiatelemedia.tv
377,New Island Printing Holdings Limited,http://www.newisland.com
378,CIAM Group Limited,http://www.ciamgroup.com 
379,PME Group Limited,http://www.pme8.com
380,China Pipe Group Limited,http://www.chinapipegroup.com
381,Kiu Hung Energy Holdings Limited,http://www.381energy.com
382,Welling Holding Limited,http://www.welling.com.cn 
383,COL Capital Limited,http://www.irasia.com/listco/hk/colcapital/index.htm
384,China Gas Holdings Limited,http://www.chinagasholdings.com.hk
385,Chinney Alliance Group Limited,http://chinneyalliancegroup.etnet.com.hk
386,China Petroleum & Chemical Corporation,http://www.sinopec.com
387,Leeport (Holdings) Limited,http://www.leeport.com.hk
388,Hong Kong Exchanges and Clearing Limited,http://www.hkex.com.hk
389,China Tontine Wines Group Limited,http://www.tontine-wines.com.hk
390,China Railway Group Limited,http://www.crec.cn
391,Mei Ah Entertainment Group Limited,http://www.meiah.com
392,Beijing Enterprises Holdings Limited,http://www.behl.com.hk
393,Glorious Sun Enterprises Limited,http://www.glorisun.com
395,China Zirconium Limited,http://www.chinazirconium.com.hk
396,Hing Lee (HK) Holdings Limited,http://www.hingleehk.com.hk
397,China Gogreen Assets Investment Limited,http://www.chinagogreen.com.hk
398,Oriental Watch Holdings Limited,http://www.orientalwatch.com.hk
399,United Gene High-Tech Group Limited,http://www.unitedgenegroup.com
402,Mongolia Investment Group Limited,http://www.migmgl.com
403,Starlite Holdings Limited,http://www.hkstarlite.com
404,Hsin Chong Construction Group Limited,http://www.hsinchong.com
405,GZI Real Estate Investment Trust,http://www.gzireit.com.hk
406,Yau Lee Holdings Limited,http://www.irasia.com/listco/hk/yaulee 
408,Yip's Chemical Holdings Limited,http://www.yipschemical.com
410,SOHO China Limited,http://www.sohochina.com
411,Lam Soon (Hong Kong) Limited,http://www.lamsoon.com
412,Heritage International Holdings Limited,http://www.heritage.com.hk
413,South China (China) Limited,http://www.scchina.co
417,Tse Sui Luen Jewellery (International) Limited,http://tsl.etnet.com.hk
418,Founder Holdings Limited,http://www.irasia.com/listco/hk/founder/index.htm
419,Media China Corporation Limited,http://www.mediachina-corp.com
420,Fountain Set (Holdings) Limited,http://www.fshl.com/html_eng/investor03.html
421,China Daye Non-Ferrous Metals Mining Ltd. - Conv Pref Shs,http://www.hk661.com 
422,Vietnam Manufacturing and Export Processing (Holdings) Limited,http://www.vmeph.com
423,Hong Kong Economic Times Holdings Limited,http://www.hketgroup.com
425,Minth Group Limited,http://www.minthgroup.com
426,One Media Group Limited,http://www.omghk.com
428,Harmony Asset Limited,http://www.harmonyasset.com.hk
430,Oriental Explorer Holdings Limited,http://www.irasia.com/listco/hk/orientalexplorer/index.htm
431,Greater China Holdings Limited,http://www.irasia.com/listco/hk/greaterchina/index.htm
432,Pacific Century Premium Developments Limited,http://www.pcpd.com
433,North Mining Shares Company Limited,http://www.northmining.com.hk
435,Sunlight Real Estate Investment Trust Scheme,http://www.sunlightreit.com
438,IRICO Group Electronics Company Limited,http://www.irico.com.cn
439,Climax International Company Limited,http://www.climaxintlco.com
440,Dah Sing Financial Holdings Limited,http://www.dahsing.com
444,Sincere Watch (Hong Kong) Limited,http://www.sincerewatch.com.hk
445,China Fire Safety Enterprise Group Limited,http://www.chinafire.com.cn
448,Hang Ten Group Holdings Limited,http://www.hangten.com.hk
449,Chigo Holding Limited,http://www.china-chigo.com
450,Hung Hing Printing Group Limited,http://www.hhop.com.hk
451,Same Time Holdings Limited,http://www.sametimeholdings.com
455,Yunnan Enterprises Holdings Limited,http://www.yunnan.com.hk
456,New City (China) Development Limited,http://www.newcity-china.com
458,Tristate Holdings Limited,http://www.tristateww.com
459,Midland IC&I Limited,http://www.midlandici.com.hk
460,Sihuan Pharmaceutical Holdings Group Ltd.,http://www.sihuanpharm.com
462,Natural Dairy (NZ) Holdings Limited,http://www.aplushk.com/clients/0462CJH/index.html
464,Kenford Group Holdings Limited,http://www.kenford.com.hk
465,Futong Technology Development Holdings Limited,http://www.futong.com.hk
467,United Energy Group Limited,http://www.uegl.com.hk
468,Greatview Aseptic Packaging Company Ltd.,http://www.ga-pack.com
469,Capxon International Electronic Company Limited,http://www.capxongroup.com
471,Global Flex Holdings Limited,http://www.irasia.com/listco/hk/globalflex/
472,JLF Investment Company Limited,http://www.jlfinvestment.com
474,Hao Tian Resources Group Limited,http://www.haotianhk.com 
475,Noble Jewelry Holdings Limited,http://www.noble.com.hk
476,Sinocop Resources (Holdings) Limited,http://www.sinocopresources.com
477,Aupu Group Holding Company Limited,http://www.aupu.cn
479,CIL Holdings Limited,http://www.cil479.com.hk
480,HKR International Limited,http://www.hkri.com
482,Sandmartin International Holdings Limited,http://www.sandmartin.com.hk
483,Bauhaus International (Holdings) Limited,http://www.bauhaus.com.hk
485,Starlight International Holdings Limited,http://www.starlight.com.hk
486,United Company RUSAL Plc,http://www.rusal.com
487,Success Universe Group Limited,http://www.successug.com 
488,Lai Sun Development Company Limited,http://www.laisun.com
489,Dongfeng Motor Group Company Limited,http://www.dfmg.com.cn
491,See Corporation Limited,http://www.irasia.com/listco/hk/see
